tile_id,avg_ndvi,avg_height,min_height,max_height,avg_species,avg_density,avg_biomass
73_75,0.041721117,0.0,0.0,0.0,coniferous,sparse,1250.0
73_76,0.03475688,0.0,0.0,0.0,coniferous,sparse,1250.0
73_77,0.03737751,0.0,0.0,0.0,coniferous,sparse,1250.0
73_78,0.037596907,0.0,0.0,0.0,coniferous,sparse,1250.0
73_79,0.03126757,0.0,0.0,0.0,coniferous,sparse,1250.0
73_80,0.02542122,0.0,0.0,0.0,coniferous,sparse,1250.0
73_81,0.028680114,0.0,0.0,0.0,coniferous,sparse,1250.0
73_82,-0.018643841,0.0,0.0,0.0,mixed,urban,50.0
73_83,0.12802038,0.27443132,0.0,2.5532577,deciduous,dense,6250.0
73_84,0.15522781,10.127758,0.27754787,24.483244,deciduous,dense,6250.0
